,clusters
2800,15
17743,10
2280,4
36085,10
29922,5
40480,13
29641,0
14460,10
10915,12
37884,11
12680,9
12767,7
30146,14
22259,10
18134,0
21467,11
5505,11
36124,11
1644,13
29133,14
35126,13
3512,4
42870,15
8827,14
39970,5
36269,14
12245,7
26806,10
3486,2
39951,1
41950,6
8893,11
15842,10
41081,3
14454,6
28033,3
15169,13
43167,15
20842,1
36382,10
15173,5
3022,1
24508,8
38229,3
32627,8
798,8
19611,13
8347,3
17010,11
16200,10
36090,15
32476,11
30399,7
36227,13
32324,7
31895,15
15029,2
36364,12
20876,10
11945,15
47837,15
27021,6
31362,5
12286,6
4092,7
6145,0
15010,12
1630,1
11628,11
23008,5
15011,9
15472,11
36701,6
5927,7
6636,11
6193,5
1574,9
38180,10
18059,6
25754,10
34899,13
35156,1
246,10
47163,10
6910,10
33405,5
31630,11
30782,10
712,1
29342,8
1552,11
29015,5
9542,4
18724,11
23204,11
25721,13
41301,14
48360,13
33272,10
38359,15
39511,4
41436,6
19755,7
38572,4
4856,14
23040,5
47873,11
34315,15
13583,11
20445,6
16940,5
24095,5
2646,15
47105,15
4285,7
2834,15
24078,15
13537,2
6128,11
36545,4
45925,7
33594,6
19117,11
13815,0
7111,11
37121,3
26252,14
42333,2
8484,11
6182,15
11205,10
26218,11
55,0
9416,15
21269,11
21669,6
26072,2
31729,5
8000,8
47847,10
4756,5
47220,7
26592,13
36240,11
10672,11
24351,13
33016,12
6220,6
45241,3
11248,4
17778,5
15837,0
42320,15
30786,2
12994,11
22190,11
12005,1
21717,10
20343,13
45184,1
26060,15
10583,3
9629,11
13823,2
30317,10
47536,7
11870,4
42509,8
13677,11
32383,2
6876,4
48101,6
44572,14
33544,11
16295,2
36373,1
8968,3
48336,10
18413,0
37745,15
5991,14
15624,11
7066,3
44869,0
34066,1
49078,2
16303,4
16972,8
22659,10
42749,3
9346,11
8711,7
30007,0
9711,7
23999,3
46019,15
28385,14
8235,15
34926,7
35408,0
11233,15
30616,4
1475,9
8388,10
42502,0
6464,10
40028,11
17670,13
12379,11
45238,10
40054,4
16080,2
46020,14
41024,4
46140,10
45547,15
19998,10
16283,15
26528,0
9936,6
8600,8
30808,3
6804,8
43303,15
39100,14
9358,2
25728,11
47074,0
36868,15
13706,10
37408,12
37812,10
46582,15
20070,13
16986,5
32879,15
19259,7
11095,13
20396,10
19819,11
28147,15
31680,15
3525,5
2388,13
41617,14
43473,11
4633,6
4271,15
49188,10
2290,7
13030,2
28414,5
13221,13
18655,5
29135,11
22786,10
16167,15
11942,12
32578,2
22624,2
33483,13
48033,11
13232,11
15893,11
39897,7
33566,15
32863,10
8075,3
18524,15
21063,14
38667,2
15039,3
18895,12
18347,14
24296,4
2498,10
25320,3
15250,10
44003,5
18836,10
15522,0
42774,15
46409,11
49049,0
2598,7
44346,15
7761,11
27801,6
35342,7
24177,10
25762,11
32078,6
23725,6
11946,0
20153,13
22481,5
27012,8
33139,10
43923,12
37343,0
3679,13
19030,12
4130,8
12045,8
21084,4
23519,10
42089,4
17747,10
30452,14
1779,1
29963,0
41666,7
11782,2
43436,10
18700,3
45306,10
45425,11
20174,6
12967,11
25098,11
2579,11
15040,2
23939,11
31828,2
11825,8
3279,13
33315,3
35491,15
28682,0
8675,11
38292,4
5521,11
8027,0
15363,5
13120,10
14009,5
8864,1
7871,3
26938,9
42624,11
21433,11
18812,5
30252,15
32812,5
11538,9
5950,3
48142,5
11271,0
26484,5
19048,11
15927,2
15650,5
8026,11
29950,12
45962,15
2821,11
24982,0
34677,7
49533,13
3267,7
24413,11
27291,12
11523,6
39081,15
33855,5
9980,13
7246,2
32252,10
9032,4
3601,11
20169,11
27929,2
41884,10
48765,11
28104,14
33065,0
11661,7
46437,11
7376,4
44841,7
43996,11
40235,11
17523,5
44679,11
35474,15
31696,2
32994,3
10688,7
46787,11
31667,10
3255,14
23966,10
11119,11
31626,11
48401,12
3000,11
29778,0
21221,11
8623,12
35429,13
37114,14
41619,4
48553,11
38125,10
35820,12
11443,10
11223,10
13893,11
37498,2
17582,12
46339,6
42727,0
46200,9
38293,12
41108,11
47670,10
31546,11
1844,3
36931,15
48806,11
18991,9
43980,11
25213,6
36579,11
29043,10
22583,6
1292,15
2528,15
49342,11
9961,6
28156,10
14468,13
27179,10
14831,5
33415,11
27122,8
26456,9
7817,8
6286,0
21375,5
39668,6
10776,1
48467,10
20547,7
4142,14
14053,10
25105,10
16012,10
8176,4
18662,15
15488,14
33536,13
36669,5
27511,2
31639,10
13358,11
21164,12
20320,4
8099,0
29358,5
40915,11
45520,15
36184,3
17473,11
47998,5
25652,10
28276,14
46653,0
7056,0
3085,3
29344,9
37335,7
5424,7
25054,8
34104,5
21529,3
30697,11
23182,13
39961,2
5387,11
30541,5
49547,11
25564,12
9635,11
46168,2
3050,11
6744,5
17702,2
47864,7
19885,6
16207,11
37800,1
1368,14
21710,11
86,13
12476,3
7959,8
27378,2
23617,9
22649,2
42054,2
32697,11
27618,3
11733,15
7784,11
44678,10
10094,11
6054,13
49572,3
47908,9
12033,3
20602,6
3983,2
34589,2
1313,4
26293,2
24801,13
25527,15
44909,12
46707,3
38741,13
49515,15
40391,11
47558,11
1244,2
45924,11
12068,10
34135,4
18254,5
39541,3
31549,3
46130,6
21163,5
7976,5
8229,15
27666,6
24899,6
20730,4
35563,10
11908,13
23313,11
33349,5
36737,1
44803,11
47285,10
16795,10
19113,15
36200,10
22842,13
21563,11
25767,5
33980,5
23277,3
39121,7
42810,14
25364,5
41792,10
36458,6
40865,11
42629,12
33865,10
24971,15
4510,11
47624,4
45822,10
36756,10
35254,12
25248,10
49415,14
2795,11
37296,14
21032,5
8606,5
13544,12
6546,10
26925,15
10722,0
35510,15
12931,15
426,2
6779,11
29418,6
7234,4
6746,12
40055,12
18583,1
30297,15
31538,13
46677,15
34537,2
43231,2
30331,10
22982,15
8348,5
29493,15
10760,2
11948,2
24720,15
8117,5
14391,11
8657,7
36012,2
36351,6
2069,10
6480,11
5492,4
38552,3
8193,1
29078,13
281,11
43930,3
29981,5
7046,8
24716,6
8908,5
44954,0
5411,13
35103,6
22079,10
38081,10
36853,13
7948,12
20423,5
41713,6
45115,0
9161,2
31096,0
27565,11
35053,15
30800,5
15930,5
3410,5
24796,12
304,7
6295,5
45589,10
44379,6
33256,15
24335,11
36971,10
38161,7
7939,8
19430,15
25390,5
16625,13
27317,10
26919,14
36751,1
20607,2
24148,11
1306,3
3351,4
16833,10
24193,3
13573,7
29386,15
18759,11
26791,3
23355,2
39342,1
4656,8
40799,3
48366,6
47139,2
32357,14
4598,10
15414,11
2119,2
47602,12
17220,11
18896,8
48096,15
38897,11
40758,12
4561,5
34649,3
5620,11
13843,15
2386,15
20084,3
461,11
43387,4
32508,5
42228,11
15382,15
43895,5
16646,9
36188,0
30615,14
45626,4
18401,15
22028,10
530,3
14876,10
16214,6
15412,8
26631,11
12038,8
854,2
24879,4
30284,13
32671,11
47440,13
34120,7
4974,8
29480,2
40686,2
13564,5
9258,11
35213,10
23125,10
26150,0
14327,2
40583,15
15366,7
22148,9
30506,11
45730,15
7214,0
25615,7
44372,10
11866,15
16436,11
16061,11
39092,6
28012,15
29904,11
25353,15
13211,10
17157,8
43747,11
7713,6
14223,4
46128,5
26850,13
16341,0
46822,13
7152,5
38139,7
49288,14
14299,9
29760,0
12572,3
216,10
43544,1
3856,5
41171,14
4739,15
2023,0
44133,6
30838,3
47121,1
45144,10
48327,2
4623,2
10913,10
16038,12
44096,11
5588,14
32251,5
42141,14
3589,1
48444,11
48859,11
15201,5
21963,10
19573,5
24342,2
3905,5
5730,5
48213,11
23015,10
15633,6
3084,10
47227,3
36816,10
6273,14
29824,12
6629,12
31750,3
30860,0
26364,15
6430,10
18705,8
8902,5
25805,5
2110,3
23541,5
18161,10
2652,15
2814,13
16540,10
24140,13
47356,2
48510,3
13381,9
12329,13
40656,11
40752,12
20853,5
46612,4
30810,3
46058,11
37687,1
13527,12
37039,6
24891,10
6684,6
19525,14
44344,14
5515,5
44178,14
5954,11
41138,9
28537,4
34680,7
6640,11
6505,3
17086,10
36833,10
5727,9
24574,12
21070,2
35808,11
45308,15
14890,11
245,0
15257,8
13809,2
34002,10
28063,7
13313,3
44950,11
26629,0
30262,11
16960,6
42671,14
17091,11
40212,5
13353,10
38066,8
39548,5
37942,3
49012,5
21309,11
10857,11
28126,11
776,5
37372,1
35577,11
27002,9
43433,15
7762,11
46825,6
8940,11
34304,3
43975,2
39536,12
38443,12
9333,2
16119,7
24947,11
41791,5
29057,0
34981,11
38849,15
7604,6
40487,12
3706,13
48135,11
19029,15
18044,0
23526,3
6946,1
40629,1
19689,10
27545,15
20733,5
38780,9
30601,10
22152,9
35717,10
46702,8
14094,3
8249,8
38542,7
43172,5
30047,5
48784,7
26516,5
17093,7
42340,3
39685,14
5769,1
27354,7
31299,9
716,11
24873,12
48404,6
46913,7
15695,11
5232,0
13638,14
42200,9
28650,4
31061,8
37395,3
5338,13
42253,7
29003,3
34626,11
24531,10
35529,10
12603,12
19738,2
26517,8
6922,8
26113,7
6021,10
29343,13
23070,15
35098,11
40247,10
6565,10
31443,10
1827,7
33445,10
43233,10
5243,11
16602,7
7828,13
7901,12
7560,11
29371,11
14491,11
39926,4
35432,7
4771,0
37476,3
34834,4
41849,10
37441,1
20695,11
25155,10
18172,2
33351,2
21566,4
29438,5
47476,10
22337,11
5671,11
20241,15
32264,6
600,10
44852,11
42026,15
28670,5
11218,8
16063,10
21537,10
43329,10
19834,4
37414,12
28948,11
40068,4
23518,10
26439,10
4781,5
43255,11
18998,10
31927,3
17726,12
32741,13
43080,2
4182,3
20469,2
9862,10
3390,10
13243,3
48820,11
2231,5
24786,12
32623,11
15373,11
7026,11
581,11
42458,5
33570,11
38067,10
23707,3
3148,9
36430,11
34953,3
19164,11
48255,1
45302,8
1481,9
22901,11
24893,10
32903,0
4714,10
180,10
27137,9
48021,8
16149,6
17429,7
38385,0
2929,10
46224,2
40038,4
43331,11
21110,5
26042,15
43697,15
19245,14
34124,0
40682,12
45316,11
1048,11
20637,11
47856,9
15222,10
39945,10
28705,12
48310,11
35535,1
7583,15
34266,14
46266,8
12334,11
39934,14
16135,7
41322,15
37766,1
16846,10
17462,2
5015,8
28168,15
12201,5
9120,12
40986,4
40138,10
24359,13
44390,3
28430,11
20483,10
49508,11
39975,5
18070,4
22352,12
37733,10
39830,11
23381,7
1840,11
632,0
6000,10
2896,12
40944,7
20082,10
31191,3
12383,3
47692,9
45903,15
1467,2
37592,5
35527,15
41445,7
47272,8
3167,2
672,5
182,15
41188,9
21051,7
10392,7
28045,4
28434,7
6503,15
24763,3
13792,12
1995,3
38736,0
48004,3
14481,10
32074,14
20925,6
13672,5
40266,4
3730,11
44361,1
25143,13
33414,11
37456,14
29832,11
32538,7
17036,11
7362,13
5948,14
12614,14
18923,13
4835,15
661,12
19316,14
4552,11
14832,5
20019,5
23522,5
307,10
28395,4
40376,10
40145,5
16333,12
32015,11
24198,6
32243,3
14895,15
42461,4
17227,11
39345,0
16121,5
40268,6
2973,10
9639,10
17130,5
45708,10
48044,7
21325,10
9795,10
4190,2
29867,11
25355,6
5365,11
45638,8
17337,10
24288,7
15746,11
41266,4
36417,10
33848,11
49216,6
19510,14
12810,3
3361,14
40520,1
17199,5
26776,15
9772,2
19134,11
30439,9
38158,11
36644,10
24981,0
26166,11
39508,11
19496,14
24199,6
24254,0
40439,15
48181,1
11490,0
5442,15
37929,12
30163,5
1590,7
13960,7
44789,1
39811,1
16635,10
35139,5
10822,11
49160,14
15515,6
13037,9
29879,12
313,8
27052,5
10063,8
2455,12
4662,1
32169,11
6154,7
21734,7
2146,3
31499,11
25685,5
45232,11
17360,6
19523,12
48992,10
39260,11
17719,0
31797,2
29759,5
20148,0
31573,6
35681,12
7031,4
44713,11
26392,3
20911,5
43288,2
13862,2
920,1
6376,7
38253,3
12824,11
26442,7
32153,5
23483,5
15497,14
5893,11
5005,14
36534,7
2401,12
29107,7
26223,2
28987,10
1961,9
11527,9
38088,12
29633,11
29576,9
35480,11
44041,12
28011,7
706,3
23114,5
826,2
21638,3
14884,12
49206,11
7091,3
10132,15
7140,11
22568,4
22515,10
20939,10
39905,5
34674,9
38920,10
27857,3
41909,1
48043,1
38291,8
22798,3
12338,10
16650,5
45285,6
32175,10
24127,14
39364,11
933,12
21901,13
40556,9
21769,9
44252,10
39982,7
43235,13
18635,6
39046,6
46652,12
46268,6
16106,11
15781,10
38511,12
19557,0
25039,10
39573,7
41903,8
33622,11
32615,12
8703,7
7048,11
1251,14
41412,1
8442,15
9953,3
29874,7
36642,1
13071,0
13953,10
9170,1
8175,6
38997,6
10120,7
30478,0
7867,11
39623,1
31300,14
41017,7
37489,10
36477,10
43443,5
41218,11
18322,0
38778,6
47640,10
26206,14
34413,11
36335,8
32852,11
2572,4
39072,1
43995,15
49057,12
43217,15
7302,10
48448,15
16601,6
3235,5
46575,6
36255,7
46916,6
40253,7
5462,15
39433,9
42689,8
35470,3
2037,15
7687,10
780,11
28744,11
33754,11
34070,2
21363,10
46271,5
40228,1
31420,7
12989,15
18370,14
30688,11
16665,11
29071,12
6083,11
3281,14
38065,10
20956,5
31172,3
6341,10
25632,5
21057,11
26571,11
22936,13
44082,12
9197,11
16406,3
10170,14
16770,11
12249,6
28319,2
15720,3
38382,15
15242,5
30410,11
7338,11
4926,12
919,6
12909,14
25070,13
42685,11
12738,0
26018,14
17376,8
5008,14
22827,8
30466,7
6522,5
33953,11
20427,10
40137,11
22935,3
13255,10
28589,9
20736,0
36872,14
2391,10
29290,14
3547,12
19602,5
18318,11
13419,1
15740,11
44684,3
37045,8
22932,5
39427,12
47744,3
38035,4
44253,10
42909,12
4878,10
2540,15
36075,11
47390,10
42138,11
9192,12
8066,8
10263,11
23538,8
25546,14
41552,11
16746,2
46131,1
35428,7
48152,1
15767,3
11963,10
27576,5
22091,11
25555,8
20747,0
28693,10
14433,11
48752,11
13226,11
544,11
45292,2
44898,11
39167,1
5287,15
605,3
29831,6
31796,13
10966,15
37963,15
36384,7
40225,7
1259,15
39446,14
30769,13
47339,15
44522,3
26511,11
5624,14
21120,3
41201,2
12749,10
28121,7
48173,7
42547,3
30092,7
43254,10
5854,15
6488,12
32480,5
32452,13
35436,10
17940,10
29661,10
19674,15
40587,12
13193,5
2951,10
28917,0
19782,6
3920,14
35604,4
13786,5
5374,8
27603,5
10291,2
3710,1
15676,6
29022,9
30491,4
31400,11
15128,5
13281,5
18859,7
29772,6
21558,11
136,8
17711,10
6847,11
24688,5
46292,15
40603,10
11208,10
25577,6
34153,12
3794,6
12438,3
9227,3
4624,10
33412,8
5965,7
6663,11
2766,7
33303,10
12613,0
40760,9
14331,5
36095,11
31603,2
11319,0
30345,7
19484,11
31335,13
41797,8
14638,5
1761,14
9336,0
20577,11
30927,14
42384,15
14545,11
37291,9
34584,5
8793,7
44904,10
22519,5
5109,12
21680,11
11390,5
2767,2
7237,10
41140,0
30940,9
37081,0
43159,1
15516,11
11341,11
6789,6
6740,8
45027,4
24676,5
29017,15
6852,5
42718,14
4648,10
3580,1
41232,12
5053,5
18174,9
2709,13
28662,11
48571,13
37334,10
13721,8
24139,9
20109,15
1638,13
15578,15
26724,15
9741,11
31580,3
16478,11
34922,2
27514,15
4287,10
28035,0
30901,5
45268,3
11674,9
41659,4
35361,11
7396,4
29185,2
38184,15
17449,4
27064,11
31090,14
31704,2
19025,0
31209,13
13305,7
21191,13
36691,3
1664,5
24576,6
5974,2
31034,11
43534,11
29090,12
24094,11
30061,14
8504,3
46243,5
17072,7
28047,2
43645,6
42165,2
5502,6
22338,5
39394,3
6649,0
14573,11
10855,4
1896,3
12667,5
5510,5
43878,2
10439,7
38801,12
24190,3
33348,5
6785,11
30744,13
34868,2
2024,10
3924,9
29111,11
32621,10
10106,2
8759,1
46692,11
17626,2
36018,1
4040,6
9662,4
41258,10
10196,13
18363,3
28381,2
40003,4
41785,1
38337,15
33035,10
24651,2
47079,9
24754,7
428,7
36431,11
7874,11
45824,13
28165,2
48509,11
45842,12
31618,0
11130,10
45016,11
46639,11
2203,15
40152,11
15630,10
46622,0
13633,6
13737,13
4989,13
5628,3
16338,8
14185,2
30162,0
10916,10
30203,13
5870,0
34243,6
31505,10
35920,15
4146,3
356,12
47286,11
22040,3
11136,11
41700,15
6714,5
19022,3
31732,11
33273,11
33515,4
7635,2
36541,10
28570,2
33712,5
14553,8
35792,6
1886,0
28099,2
32117,6
9613,5
24744,2
14805,3
43937,7
13917,11
40876,6
1662,10
24300,6
23564,10
46017,3
5758,11
25619,13
1405,11
38209,7
39836,13
6391,10
4188,12
20055,11
7856,3
1920,10
21153,11
33319,7
17738,6
19743,7
10298,7
38842,0
30600,10
13475,10
18191,2
46780,7
33637,14
4544,2
45318,11
11368,11
19588,11
16354,15
26732,5
38255,3
44158,6
737,14
14597,11
9281,9
48325,10
4843,5
22120,10
17482,4
1011,1
36213,0
13989,3
262,7
25740,11
42762,10
18621,3
43661,15
11673,11
16031,11
9618,2
48592,12
2584,2
30558,9
40568,4
32885,5
32300,12
9600,0
23133,9
28644,3
42819,5
22953,11
6967,13
8317,6
25976,5
41271,0
5277,15
9446,6
33698,11
38681,11
13478,11
47770,3
44143,9
4736,11
37985,15
34237,3
48635,3
47880,10
27151,5
32303,6
48999,11
11308,3
15359,5
48827,3
31590,5
42155,13
20009,13
2780,11
30598,3
14763,0
18757,9
11601,13
1658,11
7397,5
11667,14
25384,15
48764,13
17260,7
33752,8
41867,1
26147,13
26382,2
11426,11
4124,3
16803,9
1890,2
10254,0
27313,0
36318,3
29815,15
20539,6
14159,12
47137,15
41762,1
22621,14
17872,3
34016,11
36700,10
18350,1
28740,14
20311,4
21721,12
32502,8
34347,2
18471,12
45727,12
40839,0
576,8
18600,0
6388,8
34010,6
39465,11
9755,9
39959,11
46173,6
6070,3
6211,11
15620,4
14939,15
42573,11
6019,9
27665,15
1932,15
24372,7
12460,12
22846,8
13403,11
22140,0
41549,1
42261,11
45816,13
25750,11
16954,5
37387,15
8260,4
38299,11
26334,0
47293,11
49138,11
31587,9
44352,11
10256,0
16219,5
32517,15
15310,12
21975,10
24615,11
15226,11
11860,11
16870,11
16322,12
12882,7
3264,8
20662,13
6224,10
45658,10
30407,5
29714,15
6557,7
20745,14
34208,13
3277,1
11555,15
44220,11
44562,10
45885,1
44146,12
9017,10
44673,3
27086,6
26458,5
18130,2
26870,11
16351,4
44488,10
38468,7
16985,11
7210,11
2173,11
19367,8
47288,15
45980,6
27553,4
34549,11
2027,13
25080,4
25669,6
27246,2
43020,13
8997,11
26493,12
3452,5
9414,2
34755,14
5122,6
14809,15
11699,8
18498,10
9316,1
43467,12
39299,14
23502,6
3647,11
27768,11
21496,11
44765,3
46284,5
19423,7
16050,3
43398,5
6702,3
3014,9
34637,1
30096,4
45623,2
7734,2
32656,5
31353,10
22710,11
48039,7
32787,9
22170,2
3355,11
6202,11
16805,9
28885,2
43315,4
10840,13
10529,13
31225,3
2797,5
36707,1
41722,10
46724,4
36192,10
19608,11
15300,10
1390,15
24303,0
24648,7
28349,4
46016,11
3307,13
31570,6
12794,15
8781,14
42452,10
19200,0
3398,3
45856,6
4347,7
28780,5
33218,11
35609,3
18878,10
16500,8
11767,15
37127,10
28887,8
5398,12
10772,13
7008,10
37953,3
42826,13
21204,2
46197,11
27218,12
27350,13
4938,5
21727,10
42247,3
44000,5
10891,10
89,4
2086,11
15507,11
24652,11
17279,3
30624,11
31372,10
28886,0
16654,10
40707,15
2992,14
38434,7
28637,15
6668,11
11118,15
17958,5
4716,13
25393,5
7103,11
14499,0
9611,0
47341,4
35220,1
46656,1
37149,11
37174,12
40647,7
36630,10
48698,10
4044,11
46105,0
46241,1
6880,10
9220,5
7187,8
6563,7
41894,7
14624,0
10654,3
16249,11
18372,8
46850,3
24257,5
19551,7
19427,13
12686,3
45475,3
45860,6
20633,11
47952,10
8694,12
32417,11
24828,6
25582,10
12300,3
44150,7
36338,5
26918,7
19371,11
13923,7
1601,7
47902,0
17564,7
3594,11
46960,3
1247,1
13294,6
49143,15
28310,0
22517,11
35823,5
16917,10
18951,7
5222,10
4079,5
30552,3
14360,11
24808,9
37529,15
35987,13
1083,1
42639,10
3096,10
7142,11
39110,1
17065,6
11531,10
45531,6
40140,10
7610,6
33636,10
5144,11
17167,13
29324,11
18094,5
31160,3
24636,8
23223,5
42140,4
6657,11
14508,11
10668,14
41811,10
32083,10
38504,6
47175,13
18300,11
4332,3
44026,13
46137,10
11087,3
21266,0
30835,15
18005,14
3625,6
36668,11
47331,5
11993,2
31982,12
41784,14
28563,2
25243,11
10558,10
21857,6
36234,5
44291,11
8112,11
39258,9
43771,6
14941,11
11822,5
16690,5
21646,10
43716,6
32226,11
16666,13
42113,12
14561,2
2596,11
29646,0
10454,9
43611,8
5197,5
10946,15
43161,13
34620,6
492,7
41058,8
45207,10
19190,7
44005,10
17764,10
45606,1
32730,9
6306,14
2478,3
16427,5
34832,1
8393,10
7356,10
19154,3
31979,13
19074,2
46009,11
21005,3
8222,7
49268,9
6458,11
6194,11
30154,13
6774,10
21644,3
27649,4
19213,15
49222,5
45554,7
32556,12
45190,12
46167,3
7654,15
17679,3
22788,7
19173,11
24953,10
35122,11
45028,6
25145,15
2701,2
44808,4
46904,7
13764,10
17067,11
18229,11
42725,5
45786,3
22888,4
49504,7
31924,0
5083,5
6461,10
1913,11
3376,6
21096,5
24087,15
41823,1
4700,7
46891,10
1836,11
46720,1
4825,13
10495,11
43633,9
4272,3
6065,7
49455,2
35105,6
43332,11
19576,4
33006,3
47905,13
17594,8
29281,11
29320,12
19174,10
39129,11
1746,7
35252,11
20792,11
42404,14
33690,5
14958,5
23544,11
35610,13
24220,5
14521,14
40508,11
5368,15
16056,15
28140,5
14934,13
4935,12
48529,7
29954,5
38502,1
48042,6
9964,2
3462,10
40424,13
16809,10
36792,2
23891,6
28772,10
14250,6
19132,5
25476,6
9182,5
35576,3
12360,13
3028,15
3024,10
3362,5
42403,0
44515,2
45570,10
21523,3
15660,6
26650,13
12179,6
21392,4
12788,7
37883,7
22616,6
10335,7
36426,5
6929,11
8237,5
20718,0
15485,4
45728,1
43464,11
42959,15
33102,7
44615,10
5842,12
8599,15
40271,9
9350,2
6930,1
40159,8
38873,2
4081,1
30495,8
26964,15
10447,0
40089,8
17511,14
18488,11
713,13
19133,6
10979,4
21972,12
9193,14
28543,10
34568,11
24098,15
12075,13
25835,3
1971,1
30266,7
24922,6
9783,0
1817,1
39835,11
38409,7
16386,15
1565,2
9728,10
49481,10
2044,15
43510,12
47494,2
40948,7
47004,3
17299,15
43372,3
30951,3
25308,10
22535,5
8228,15
5513,6
49564,15
45357,12
24902,10
15830,6
3013,1
40900,11
2176,5
44130,15
17528,10
43042,3
43056,11
33537,2
22926,8
31369,5
30014,12
6350,11
27837,7
23938,11
21618,8
20298,6
2495,1
13006,10
12102,14
47092,15
43158,13
31105,6
30824,15
20092,3
44377,12
35802,13
10725,15
19741,13
39272,12
17848,11
8081,11
31509,5
48134,8
1687,13
16113,6
43000,8
18037,7
11417,5
10017,7
39595,1
19304,7
24397,12
26022,11
13364,10
49413,4
10566,7
39431,13
26431,2
25412,10
7574,5
20676,15
26500,15
45017,15
8366,10
21617,5
7688,1
45398,7
22022,4
48243,11
17098,5
35597,5
48126,0
3090,5
6108,10
19659,0
36675,9
9952,7
20359,3
24235,3
8174,11
40107,1
39426,4
49029,11
37603,11
18139,7
2311,11
46209,10
16163,12
27902,5
27755,15
21560,13
18220,11
44836,5
38615,1
5474,5
33453,6
11149,10
11163,6
27144,4
36127,12
23991,5
9769,7
29908,6
13299,6
16024,8
7161,11
8410,5
46476,5
9823,8
21882,7
16393,11
29943,14
33312,4
3479,9
28576,15
45195,7
22432,8
30738,14
9793,10
5265,6
22009,15
32886,11
29360,11
20669,11
5517,12
21600,9
35909,11
49398,15
24007,8
44718,0
15364,4
34022,15
44288,1
49549,0
22389,13
47308,11
40835,10
36775,3
3219,5
16992,10
31560,13
27634,11
22563,4
34359,11
40364,7
31883,3
46104,6
1862,5
24501,8
10773,5
42350,10
40414,13
32761,15
1868,5
38201,2
13295,5
33299,11
15461,10
1588,7
354,1
15335,6
2897,11
33183,11
22115,10
33671,6
12142,13
18346,10
7212,8
27208,11
48673,14
4151,4
16431,11
30158,10
22693,10
14968,3
34407,5
22867,15
37450,10
35956,7
33650,3
41099,3
16821,14
8734,9
7685,7
45157,7
13708,6
1476,2
24069,6
45178,15
23054,15
29910,11
26799,2
28055,8
23367,8
40319,11
4052,11
43822,15
13151,4
21580,7
12966,7
36009,4
48579,1
44002,15
41455,7
1669,10
48861,6
26267,7
17160,5
33607,5
13253,2
17355,8
10882,5
5217,11
20113,15
4615,11
22875,5
40335,13
47217,10
16813,6
10259,1
15195,11
40929,3
26735,14
40516,10
4126,15
40135,5
36531,11
24386,15
38760,4
22814,3
44843,0
37754,13
48376,2
42617,15
45569,5
23256,5
27282,12
29128,5
14992,11
31699,6
18788,2
10275,10
41137,11
15686,4
15072,5
36781,11
4138,3
1280,4
39779,7
14397,5
20415,2
41528,6
20331,8
27276,4
806,3
6334,10
37267,3
47235,5
17765,7
40016,4
11387,13
12652,1
2719,10
16417,10
14734,10
44297,11
10737,0
47665,11
38157,10
45063,6
26844,6
7928,1
7490,10
49071,15
21475,4
25306,9
35499,8
15625,5
13508,13
46613,11
33801,5
47850,11
27256,13
3681,7
46462,15
44240,10
7105,9
28235,2
15443,13
42853,11
32317,8
2084,15
38123,1
34681,2
31146,11
37394,8
6486,5
4740,11
16884,10
36434,11
2755,6
46792,1
26974,8
29818,3
35153,15
45021,9
29412,5
27080,8
12059,11
19546,14
21581,2
40245,1
17521,12
31480,3
15618,0
35417,11
31917,7
47239,5
15900,13
33776,7
42199,7
2187,10
49173,15
12239,11
38613,15
38830,11
35128,15
12297,10
23136,8
7643,3
17014,6
8655,11
35721,7
24997,11
15639,6
18976,13
2568,10
33404,13
3156,10
29488,10
36469,11
32407,15
15560,4
24196,6
12355,15
14427,6
18448,11
1877,11
25345,12
35402,7
18766,3
